Canton,Consumption profiles of typical households,Period,Product,Total excl. VAT (Rp./kWH),Grid usage (Rp./kWH),Energy supply costs (Rp./kWH),Community fees (Rp./kWH),Feed-in remuneration at cost (KEV) (Rp./kWH),Metering rate (Rp./kWH),Tariff for metering in CHF per year
Appenzell Ausserrhoden,H8,2016,Standard product,15.43,8.04,6.09,0,1.3,-,-
Lucerne,H8,2025,Standard product,20.599,8.908,8.5,0.891,2.3,-,-
Aargau,H8,2011,Standard product,16.89,7.975,8.033,0.432,0.45,-,-
Schwyz,H8,2015,Standard product,17.721,8.5,7.11,0.47,1.1,-,-
Schwyz,H8,2018,Standard product,19.135,8.68,5.888,0.7,2.3,-,-
Aargau,H8,2012,Standard product,16.58,7.665,8.033,0.432,0.45,-,-
Aargau,H8,2015,Standard product,17.138,8.58,6.86,0.489,1.1,-,-
Aargau,H8,2018,Standard product,17.386,8.346,5.95,0.5,2.3,-,-
Aargau,H8,2020,Standard product,18.69,8.186,7.43,0.5,2.3,-,-
Appenzell Ausserrhoden,H8,2025,Standard product,28.9,10.66,15.94,0,2.3,-,-
Thurgau,H8,2013,Standard product,17.646,8.625,8.291,0.28,0.45,-,-
Appenzell Ausserrhoden,H8,2021,Standard product,18.76,8.06,8.4,0,2.3,-,-
Zug,H8,2011,Standard product,19.425,9.5345,9.161,0.28,0.45,-,-
Thurgau,H8,2021,Standard product,18.8755,8.783,7.131,0.3,2.3,-,-
Uri,H8,2020,Standard product,22.316,11.267,7.75,1,2.3,-,-
Uri,H8,2018,Standard product,22.705,11.277,8.129,1,2.3,-,-
Uri,H8,2023,Standard product,29.591,11.643,14.649,1,2.3,-,-
Basel Landschaft,H8,2021,Standard product,19.585,8.565,8.266,0.455,2.3,-,-
Thurgau,H8,2023,Standard product,26.3855,10.46,13.802,0.3,2.3,-,-
Schwyz,H8,2017,Standard product,17.429,8.76,5.782666666666667,0.7,1.5,-,-
Thurgau,H8,2024,Standard product,31.356,12.454,15.855,0.3,2.3,-,-
Aargau,H8,2022,Standard product,19.137,8.531,7.659,0.5,2.3,-,-
Aargau,H8,2016,Standard product,16.694,8.597,6.07,0.502,1.3,-,-
Basel Landschaft,H8,2022,Standard product,20.568,9.512,8.266,0.49,2.3,-,-
Nidwalden,H8,2022,Standard product,17.64,7.86,6.48,1,2.3,-,-
Geneva,H8,2026,Standard product,24.167,9.878,9.673,1.243,2.3,1.072,80.4
Geneva,H8,2023,Standard product,24.22,9.418,11.259,1.243,2.3,-,-
Appenzell Innerrhoden,H8,2013,Standard product,17.38,8.47,8.46,0,0.45,-,-
Fribourg,H8,2022,Standard product,20.091,8.403,9.388,0,2.3,-,-
Vaud,H8,2018,Standard product,20.938,8.904,8.635,0.9,2.3,-,-
Jura,H8,2016,Standard product,24.405,12.233,9.372,1.5,1.3,-,-
Appenzell Innerrhoden,H8,2015,Standard product,16,8,6.9,0,1.1,-,-
Jura,H8,2014,Standard product,22.624,10.151,10.372,1.5,0.6,-,-
Vaud,H8,2021,Standard product,20.733,8.878,7.735,1.42,2.3,-,-
Jura,H8,2012,Standard product,20.919,9.13,9.839,1.5,0.45,-,-
Appenzell Innerrhoden,H8,2023,Standard product,25.12,8.26,14.56,0,2.3,-,-
Vaud,H8,2025,Standard product,30,12.969,12.812,1.62,2.3,-,-
Vaud,H8,2014,Standard product,20.863,9.234,9.88,0.9,0.6,-,-
Vaud,H8,2019,Standard product,20.941,8.881,8.735,1,2.3,-,-
Geneva,H8,2012,Standard product,18.466,6.863,10.083,1.07,0.45,-,-
Nidwalden,H8,2019,Standard product,18.008,7.816,6.892,1,2.3,-,-
Bern,H8,2026,Standard product,27.873,10.4,12.15,1.5,2.3,1.053,79
Nidwalden,H8,2023,Standard product,18.44,8.66,6.48,1,2.3,-,-
Jura,H8,2022,Standard product,23.84,10.3,9.74,1.5,2.3,-,-
Fribourg,H8,2024,Standard product,31.337,11.153,17.884,0,2.3,-,-
Bern,H8,2022,Standard product,23.191,10.3,9.229,1.5,2.3,-,-
Geneva,H8,2017,Standard product,20.055,8.504,8.725,1.326,1.5,-,-
Geneva,H8,2025,Standard product,25.131,10.916,10.504,1.411,2.3,-,-
St Gallen,H8,2023,Standard product,26.9,9.68,14.59,0.7,2.3,-,-
Nidwalden,H8,2021,Standard product,17.64,7.56,6.78,1,2.3,-,-
Bern,H8,2018,Standard product,22.6755,10.874,8.7995,1.5,2.3,-,-
St Gallen,H8,2022,Standard product,19.71,8.51,7.884,0.6,2.3,-,-
Jura,H8,2011,Standard product,22.247,10.458,9.839,1.5,0.45,-,-
St Gallen,H8,2015,Standard product,18.24,9.37,7.065,0.6,1.1,-,-
Nidwalden,H8,2013,Standard product,16.855,8.164,7.321,0.92,0.45,-,-
Grisons,H8,2013,Standard product,19.409,9.152,9.486,1,0.45,-,-
Zurich,H8,2023,Standard product,22.392,8.354,11.318,0.16,2.3,-,-
Appenzell Innerrhoden,H8,2016,Standard product,15.27,7.91,6.06,0,1.3,-,-
Vaud,H8,2020,Standard product,20.831,8.847,8.535,1,2.3,-,-
Fribourg,H8,2012,Standard product,19.129,9.703,8.976,0,0.45,-,-
Vaud,H8,2016,Standard product,20.67,9.278,9.104,0.95,1.3,-,-
St Gallen,H8,2026,Standard product,28.51,10.858,13,0.7,2.3,1.04,78
Appenzell Innerrhoden,H8,2018,Standard product,16.2,7.78,6.12,0,2.3,-,-
Solothurn,H8,2021,Standard product,21.37,8.58,7.968,1,2.3,-,-
Fribourg,H8,2015,Standard product,20.173,10.085,8.988,0,1.1,-,-
Glarus,H8,2021,Standard product,19.562,10.476,6.85,0.3,2.3,-,-
Grisons,H8,2026,Standard product,27.33,11.85,9.6,1.14,2.3,0.8,60
Schwyz,H8,2024,Standard product,33.506,12.169,18.646,0.81,2.3,-,-
Nidwalden,H8,2011,Standard product,16.644,9.261,6.014,0.92,0.45,-,-
Geneva,H8,2018,Standard product,20.392,8.423,8.474,1.196,2.3,-,-
Jura,H8,2015,Standard product,23.192,10.22,10.372,1.5,1.1,-,-
Zurich,H8,2024,Standard product,30.756,10.55,18.646,0.16,2.3,-,-
Vaud,H8,2013,Standard product,20.763,8.993,10.22,0.9,0.45,-,-
St Gallen,H8,2025,Standard product,29.58,11.3,15.2,0.62,2.3,-,-
Bern,H8,2019,Standard product,22.386,10.654,8.766,1.5,2.3,-,-
Vaud,H8,2012,Standard product,21.341,9.522,10.22,0.9,0.45,-,-
Fribourg,H8,2020,Standard product,20.091,8.403,9.388,0,2.3,-,-
Jura,H8,2017,Standard product,24.553,12.183,9.37,1.5,1.5,-,-
Bern,H8,2014,Standard product,21.777,10.151,9.775,1.5,0.6,-,-
Vaud,H8,2026,Standard product,29.446,10.326,14.039,1.624,2.3,1.058,79.32
Grisons,H8,2025,Standard product,27.033,11.46,9.196,1.14,2.3,-,-
Vaud,H8,2011,Standard product,22.191,10.472,10.22,0.9,0.45,-,-
Appenzell Innerrhoden,H8,2025,Standard product,27.46,10.36,14.8,0,2.3,-,-
Appenzell Innerrhoden,H8,2024,Standard product,28.15,10.05,15.8,0,2.3,-,-
Bern,H8,2020,Standard product,22.809,11.013,9.141,1.5,2.3,-,-
Grisons,H8,2018,Standard product,20.794,9.42,7.52,1,2.3,-,-
St Gallen,H8,2021,Standard product,18.99,8.29,7.375,0.6,2.3,-,-
Zurich,H8,2014,Standard product,15.7185,7.552,7.382,0.16,0.6,-,-
Grisons,H8,2022,Standard product,20.567,9.427,7.4,1,2.3,-,-
Geneva,H8,2020,Standard product,19.639,8.081,8.192,1.067,2.3,-,-
Valais,H8,2013,Standard product,16.544,6.5115,8.959,0.683,0.45,-,-
Nidwalden,H8,2025,Standard product,20.62,10.84,6.48,1,2.3,-,-
Jura,H8,2021,Standard product,23.36,9.82,9.74,1.5,2.3,-,-
Fribourg,H8,2019,Standard product,19.723,8.035,9.388,0,2.3,-,-
Valais,H8,2024,Standard product,31.706,10.5,17.5,0.95,2.3,-,-
Fribourg,H8,2018,Standard product,20.192,8.504,9.388,0,2.3,-,-
Grisons,H8,2011,Standard product,19.888,9.512,9.224,0.8,0.45,-,-
Valais,H8,2014,Standard product,16.005,6.98,8.2,0.685,0.6,-,-
Valais,H8,2015,Standard product,15.69,6.87,7.4,0.77,1.1,-,-
Bern,H8,2025,Standard product,29.726,12.4,13.05,1.5,2.3,-,-
Geneva,H8,2016,Standard product,20.964,8.846,9.438,1.38,1.3,-,-
Jura,H8,2013,Standard product,20.723,8.98,9.793,1.5,0.45,-,-
Appenzell Innerrhoden,H8,2011,Standard product,17.32,10.01,6.86,0,0.45,-,-
St Gallen,H8,2011,Standard product,18.10333333333333,9.75,7.473333333333334,0.6,0.45,-,-
Bern,H8,2013,Standard product,20.686,8.98,9.793,1.5,0.45,-,-
Nidwalden,H8,2020,Standard product,17.816,7.736,6.78,1,2.3,-,-
Geneva,H8,2011,Standard product,19.907,7.844,10.39,1.223,0.45,-,-
Fribourg,H8,2026,Standard product,26.299,8.458,14.549,0,2.3,0.992,74.4
Jura,H8,2024,Standard product,28.91,13.57,11.54,1.5,2.3,-,-
Nidwalden,H8,2017,Standard product,17.816,8.144,7.172,1,1.5,-,-
Bern,H8,2023,Standard product,25.46,10.6,10.3,1.5,2.3,-,-
Fribourg,H8,2021,Standard product,20.091,8.403,9.388,0,2.3,-,-
Appenzell Innerrhoden,H8,2020,Standard product,17.1,7.28,7.52,0,2.3,-,-
Geneva,H8,2022,Standard product,19.722,8.181,8.162,1.08,2.3,-,-
Appenzell Innerrhoden,H8,2021,Standard product,17.1,7.28,7.52,0,2.3,-,-
Geneva,H8,2014,Standard product,17.971,6.863,9.438,1.07,0.6,-,-
Geneva,H8,2015,Standard product,20.764,8.846,9.438,1.38,1.1,-,-
Nidwalden,H8,2018,Standard product,18.536,8.064,7.172,1,2.3,-,-
Grisons,H8,2024,Standard product,28.25,12.18,13,1.1,2.3,-,-
Geneva,H8,2019,Standard product,20.392,8.423,8.474,1.196,2.3,-,-
Vaud,H8,2024,Standard product,32.787,13.036,15.631,1.62,2.3,-,-
Vaud,H8,2022,Standard product,21.265,9.06,7.735,1.52,2.3,-,-
Vaud,H8,2015,Standard product,21.04,9.186,9.68,0.9,1.1,-,-
St Gallen,H8,2016,Standard product,17.91,9.579,6.18,0.6,1.3,-,-
Bern,H8,2015,Standard product,22.068,10.22,9.7215,1.5,1.1,-,-
Jura,H8,2023,Standard product,24.14,10.6,9.74,1.5,2.3,-,-
Obwalden,H8,2014,Standard product,20.651,9.777,8.874,1.4,0.6,-,-
Valais,H8,2021,Standard product,16.79,7.238,7.08,0.79,2.3,-,-
Appenzell Innerrhoden,H8,2014,Standard product,16.72,8.8,7.32,0,0.6,-,-
Nidwalden,H8,2026,Standard product,20.57,9.91,6.48,1,2.3,0.88,66
Valais,H8,2023,Standard product,29.05,8.59,17,0.94,2.3,-,-
Zurich,H8,2021,Standard product,17.04,7.2365,7.333,0.25,2.3,-,-
Vaud,H8,2017,Standard product,20.578,9.228,8.95,0.95,1.5,-,-
Jura,H8,2026,Standard product,25.993,10.4,10.54,1.7,2.3,1.053,79
Bern,H8,2021,Standard product,22.79,9.82,8.705,1.5,2.3,-,-
Jura,H8,2025,Standard product,27.44,12.4,11.04,1.7,2.3,-,-
Appenzell Innerrhoden,H8,2022,Standard product,18,7.58,8.12,0,2.3,-,-
Geneva,H8,2013,Standard product,17.821,6.863,9.438,1.07,0.45,-,-
Vaud,H8,2023,Standard product,31.656,10.194,17.591,1.57,2.3,-,-
Valais,H8,2018,Standard product,15.74,6.92,6.38,0.68,2.3,-,-
Glarus,H1,2019,Standard product,27.065,16.765,6.9,0.3,2.3,-,-
Ticino,H1,2014,Standard product,22.781,12.14,8.55,1.97,0.6,-,-
Neuchâtel,H1,2014,Standard product,26.056,14.67,9.6,1.56,0.6,-,-
Solothurn,H1,2022,Standard product,26.963,15.165,8.304,0.69,2.3,-,-
Schwyz,H1,2023,Standard product,35.187,14.328,15.487,0.81,2.3,-,-
Glarus,H1,2024,Standard product,35.752,19.569,13.7,0.3,2.3,-,-
Glarus,H1,2018,Standard product,26.0455,17.65,5.9875,0.3,2.3,-,-
Zurich,H1,2012,Standard product,19.068,10.044,8.1765,0.16,0.45,-,-
Zurich,H1,2016,Standard product,19.451,10.717,6.54,0.24,1.3,-,-
Solothurn,H1,2021,Standard product,26.952,14.185,8.015,1,2.3,-,-
St Gallen,H1,2018,Standard product,23.68,14.482,6.27,0.75,2.3,-,-
Glarus,H1,2013,Standard product,23.76,14.944,7.55,0.1,0.45,-,-
Ticino,H1,2020,Standard product,24.377,12.51,8,2.21,2.3,-,-
Appenzell Ausserrhoden,H1,2013,Standard product,21.19,10.96,9.78,0,0.45,-,-
Neuchâtel,H1,2020,Standard product,26.83,13.58,9.35,1.6,2.3,-,-
Bern,H1,2024,Standard product,36.432,19.175,13.457,1.5,2.3,-,-
Jura,H1,2019,Standard product,32.483,17.025,11.658,1.5,2.3,-,-
Uri,H1,2012,Standard product,28.82,17.81,9,1.56,0.45,-,-
Uri,H1,2020,Standard product,28.58,17.46,7.82,1,2.3,-,-
Valais,H1,2023,Standard product,34.274,12.61,17,1.269,2.3,-,-
Geneva,H1,2012,Standard product,19.017,7.073,10.391,1.103,0.45,-,-
Zurich,H1,2015,Standard product,19.9945,10.294,7.126,0.24,1.1,-,-
Obwalden,H1,2026,Standard product,29.754,11.567,10.062,1.4,2.3,4.425,70.8
Valais,H1,2011,Standard product,24.028,12.445,10.6,1.07,0.45,-,-
Obwalden,H1,2023,Standard product,35.002,15.052,16.25,1.4,2.3,-,-
Ticino,H1,2021,Standard product,24.717,12.61,7.8,2.25,2.3,-,-
Appenzell Innerrhoden,H1,2022,Standard product,24.445,14.045,8.1,0,2.3,-,-
Jura,H1,2021,Standard product,32.403,16.945,11.658,1.5,2.3,-,-
Neuchâtel,H1,2024,Standard product,41.934,18.077,19.957,1.6,2.3,-,-
Valais,H1,2024,Standard product,36.221,14.3,17.5,1.325,2.3,-,-
Appenzell Innerrhoden,H1,2019,Standard product,23.303,14.025,6.978,0,2.3,-,-
Obwalden,H1,2015,Standard product,28.232,15.689,10.043,1.4,1.1,-,-
Solothurn,H1,2024,Standard product,37.318,18.198,16.596,1,2.3,-,-
Bern,H1,2015,Standard product,28.44,15.8,10.4515,1.5,1.1,-,-
Schwyz,H1,2025,Standard product,33.103,16.4335,13.112,0.81,2.3,-,-
Glarus,H1,2021,Standard product,25.679,15.584,6.85,0.3,2.3,-,-
Uri,H1,2021,Standard product,28.09,17.46,7.33,1,2.3,-,-
Ticino,H1,2013,Standard product,24.804,11.71,9.6,2,0.45,-,-
Obwalden,H1,2016,Standard product,26.796,15.288,8.808,1.4,1.3,-,-
Solothurn,H1,2014,Standard product,25.53,15.16,8.77,1,0.6,-,-
Ticino,H1,2025,Standard product,32.004,15.28,12.194,2.23,2.3,-,-
Obwalden,H1,2019,Standard product,26.632,14.34,8.592,1.4,2.3,-,-
Uri,H1,2024,Standard product,37.395,19.337,14.758,1,2.3,-,-
Solothurn,H1,2012,Standard product,28.774,16.98,10.1,1,0.45,-,-
Ticino,H1,2024,Standard product,34.48,15.3,15,2.13,2.3,-,-
Schwyz,H1,2021,Standard product,25.067,13.482,7.336,0.81,2.3,-,-
Solothurn,H1,2023,Standard product,33.961,15.73,15.392,1,2.3,-,-
Basel Stadt,H1,2012,Standard product,23.271,8.404,7.946,6.47,0.45,-,-
Schwyz,H1,2024,Standard product,38.237,16.534,19.074,0.81,2.3,-,-
Appenzell Innerrhoden,H1,2017,Standard product,20.175,11.675,7,0,1.5,-,-
Solothurn,H1,2025,Standard product,36.85,17.78,15.418,1,2.3,-,-
Neuchâtel,H1,2012,Standard product,28.2,14.25,11.561,1.9,0.45,-,-
Obwalden,H1,2013,Standard product,26.457,13.814,10.993,1.2,0.45,-,-
Uri,H1,2025,Standard product,37.41,18.758,15.352,1,2.3,-,-
Solothurn,H1,2019,Standard product,26.385,14.265,7.925,1,2.3,-,-
Schwyz,H1,2011,Standard product,22.706,14.245,8.164,0.61,0.45,-,-
Zurich,H1,2013,Standard product,18.807,9.524,8.432,0.16,0.45,-,-
Solothurn,H1,2015,Standard product,25.055,14.66,8.744,1,1.1,-,-
Valais,H1,2018,Standard product,20.714,11.05,7.1,1.07,2.3,-,-
Geneva,H1,2014,Standard product,18.496,7.073,9.72,1.103,0.6,-,-
Neuchâtel,H1,2013,Standard product,26.75,13.74,10.66,1.9,0.45,-,-
Schaffhausen,H1,2015,Standard product,24.058,14.9125,7.414,0,1.1,-,-
Lucerne,C3,2021,Standard product,15.825,7.418,5.364,0.742,2.3,-,-
Uri,C3,2020,Standard product,17.143,8.753,5.389,0.7,2.3,-,-
Uri,C3,2015,Standard product,18.427,9.352,7.015,0.96,1.1,-,-
Schaffhausen,C3,2026,Standard product,30.36,15.59,11.99,0,2.3,0.48,720
Lucerne,H1,2025,Standard product,23.662,11.693,8.5,1.169,2.3,-,-
Obwalden,H1,2020,Standard product,26.61,14.26,8.65,1.4,2.3,-,-
Glarus,H1,2011,Standard product,22.42,13.97,7.9,0.1,0.45,-,-
Aargau,H1,2020,Standard product,24.438,14.11,7.584,0.8,2.3,-,-
Geneva,H1,2016,Standard product,21.56,9.118,9.72,1.423,1.3,-,-
Jura,H1,2011,Standard product,29.875,16.975,10.95,1.5,0.45,-,-
Obwalden,H1,2014,Standard product,27.242,14.999,10.243,1.4,0.6,-,-
Uri,C3,2011,Standard product,19.268,9.353,8.695,0.77,0.45,-,-
Basel Stadt,C3,2012,Standard product,22.125,6.975,8.6,6.1,0.45,-,-
Zug,C3,2024,Standard product,30.532,9.94,18.54,0.65,2.3,-,-
Zug,C3,2022,Standard product,16.704,7.695,6.605,0.47,2.3,-,-
Lucerne,C3,2017,Standard product,16.61,8.191,6.1,0.819,1.5,-,-
Basel Stadt,C3,2019,Standard product,26.26,10.089,6.964,6.908,2.3,-,-
Uri,C3,2012,Standard product,18.958,9.043,8.695,0.77,0.45,-,-
Basel Stadt,C3,2020,Standard product,26.08,10.009,6.964,6.808,2.3,-,-
Lucerne,C3,2026,Standard product,23.627,8.33,12,0.848,2.3,0.149,223.2
Uri,C3,2014,Standard product,18.82,9.452,7.798,0.97,0.6,-,-
Lucerne,C3,2025,Standard product,20.889,9.172,8.5,0.917,2.3,-,-
Lucerne,C3,2023,Standard product,27.365,8.686,15.511,0.868,2.3,-,-
Uri,C3,2019,Standard product,17.173,8.783,5.389,0.7,2.3,-,-
Uri,C3,2018,Standard product,17.081,8.692,5.389,0.7,2.3,-,-
Bern,H1,2011,Standard product,29.365,16.975,10.6665,1.5,0.45,-,-
St Gallen,H1,2019,Standard product,23.952,13.7235,7.381,0.7,2.3,-,-
Valais,H1,2021,Standard product,23.19,10.91,8.55,1.1,2.3,-,-
Obwalden,H1,2021,Standard product,26.61,14.26,8.65,1.4,2.3,-,-
Jura,H1,2026,Standard product,36.515,15.12,12.457,1.7,2.3,4.938,79
Valais,H1,2013,Standard product,22.66,10.9,10.2,1.06,0.45,-,-
Uri,H1,2018,Standard product,28.975,17.47,8.205,1,2.3,-,-
Valais,H1,2019,Standard product,21.92,11.09,7.8,1,2.3,-,-
Valais,H1,2015,Standard product,20.55,11.125,7.95,1.07,1.1,-,-
Aargau,H1,2026,Standard product,33.272,15.13,11.4,0.75,2.3,3.75,60
St Gallen,H1,2012,Standard product,24.495,14.6475,8.167,0.75,0.45,-,-
Valais,H1,2020,Standard product,23.43,10.635,9.25,1.07,2.3,-,-
Appenzell Innerrhoden,H1,2012,Standard product,24.634,16.684,7.5,0,0.45,-,-
Geneva,H1,2024,Standard product,29.304,12.345,13.187,1.472,2.3,-,-
Uri,H1,2014,Standard product,30.13,18.34,9.3,1.89,0.6,-,-
Lucerne,H1,2013,Standard product,20.462,9.634,9.245,1.133,0.45,-,-
Valais,H1,2017,Standard product,19.678,11,6.25,1,1.5,-,-
Jura,H1,2018,Standard product,32.87,17.97,11.1,1.5,2.3,-,-
Jura,H1,2024,Standard product,36.432,19.175,13.457,1.5,2.3,-,-
Lucerne,H1,2022,Standard product,20.904,8.441,9.323,0.84,2.3,-,-
Valais,H1,2016,Standard product,20.55,11.05,7.15,1.07,1.3,-,-
Valais,H1,2025,Standard product,33.76,13.1,14.323,1.307,2.3,-,-
Uri,H1,2019,Standard product,28.61,17.49,7.82,1,2.3,-,-
Lucerne,H1,2026,Standard product,29.045,9.543,12,1.341,2.3,3.863,61.8
Bern,H1,2016,Standard product,28.295,16.658,9.5,1.5,1.3,-,-
Valais,H1,2026,Standard product,35.413,12.43,13.84,1.611,2.3,4.95,79.2
Geneva,H1,2019,Standard product,20.901,8.682,8.687,1.233,2.3,-,-
Zurich,H1,2021,Standard product,21.734,10.026,8.006,0.25,2.3,-,-
Jura,H1,2020,Standard product,32.403,16.945,11.658,1.5,2.3,-,-
Nidwalden,H1,2013,Standard product,23.235,14.448,7.417,0.92,0.45,-,-
Fribourg,H1,2013,Standard product,23.667,14.109,9.108,0,0.45,-,-
Fribourg,H1,2015,Standard product,25.016,14.808,9.108,0,1.1,-,-
Nidwalden,H1,2012,Standard product,23.293,15.142,6.781,0.92,0.45,-,-
Grisons,H1,2016,Standard product,25.75,16.15,8.6,1,1.3,-,-
St Gallen,H1,2021,Standard product,23.631,12.559,7.434,0.65,2.3,-,-
St Gallen,H1,2026,Standard product,36.896,15.52,13.065,0.75,2.3,4.875,78
Grisons,H1,2017,Standard product,25.3,16.675,8.2,1,1.5,-,-
Appenzell Innerrhoden,H1,2020,Standard product,23.545,13.745,7.5,0,2.3,-,-
Jura,H1,2015,Standard product,29.94,15.94,11.4,1.5,1.1,-,-
Schaffhausen,H1,2021,Standard product,23.71,14.71,6.7,0,2.3,-,-
Jura,H1,2016,Standard product,31.45,18.25,10.4,1.5,1.3,-,-
St Gallen,H1,2017,Standard product,23.486,14.689,6.157,0.65,1.5,-,-
Geneva,H1,2017,Standard product,20.628,8.766,8.994,1.368,1.5,-,-
Vaud,H1,2011,Standard product,26.145,14.195,10.6,0.9,0.45,-,-
Fribourg,H1,2025,Standard product,34.066,16.734,15.032,0,2.3,-,-
Grisons,H1,2021,Standard product,24.938,15.238,7.4,1.2,2.3,-,-
St Gallen,H1,2023,Standard product,32.542,14.006,15.126,0.79,2.3,-,-
St Gallen,H1,2025,Standard product,34.134,15.993,15.2,0.75,2.3,-,-
Nidwalden,H1,2015,Standard product,23.771,14.466,7.205,1,1.1,-,-
St Gallen,H1,2016,Standard product,24.546,15.791,6.741,0.68,1.3,-,-
Fribourg,H1,2023,Standard product,30.516,14.984,13.232,0,2.3,-,-
Zurich,H1,2014,Standard product,18.424,10.3,7.4015,0.16,0.6,-,-
St Gallen,H1,2022,Standard product,24.37,12.9935,7.9303333333333335,0.65,2.3,-,-
Grisons,H1,2011,Standard product,26.409,16.52,9.9,0.8,0.45,-,-
Fribourg,H1,2017,Standard product,24.268,13.658,9.11,0,1.5,-,-
Grisons,H1,2020,Standard product,25.635,15.91,7.585,1.2,2.3,-,-
Grisons,H1,2019,Standard product,25.84,15.49,7.4,1.2,2.3,-,-
Uri,H1,2015,Standard product,30.42,18.24,9.2,1.88,1.1,-,-
Bern,H1,2012,Standard product,27.61,14.71,10.724,1.5,0.45,-,-
Uri,H1,2013,Standard product,29.615,18.01,9.3,1.855,0.45,-,-
Appenzell Innerrhoden,H1,2011,Standard product,26.118,18.829,6.839,0,0.45,-,-
Valais,H1,2014,Standard product,21.826,11.7,8.75,1.06,0.6,-,-
Nidwalden,H1,2022,Standard product,23.835,12.285,8.25,1,2.3,-,-
Bern,H1,2014,Standard product,28.1275,15.7,10.55,1.5,0.6,-,-
Appenzell Innerrhoden,H1,2013,Standard product,23.823,14.934,8.439,0,0.45,-,-
Nidwalden,H1,2023,Standard product,24.635,13.085,8.25,1,2.3,-,-
Jura,H1,2017,Standard product,31.6,18.2,10.4,1.5,1.5,-,-
Jura,H1,2012,Standard product,27.61,14.71,10.95,1.5,0.45,-,-
Jura,H1,2014,Standard product,29.34,15.84,11.4,1.5,0.6,-,-
Bern,H1,2022,Standard product,30.36,15.905,10.699666666666667,1.5,2.3,-,-
Geneva,H1,2020,Standard product,20.125,8.33,8.395,1.1,2.3,-,-
Zurich,H1,2025,Standard product,31.382,12.036,16.821,0.16,2.3,-,-
Vaud,H1,2019,Standard product,24.745,12.545,9,1,2.3,-,-
Geneva,H1,2023,Standard product,24.822,9.704,11.538,1.28,2.3,-,-
Bern,H1,2026,Standard product,36.315,15.12,12.457,1.5,2.3,4.938,79
Lucerne,H1,2011,Standard product,28.775,14.25,12.65,1.425,0.45,-,-
Vaud,H1,2024,Standard product,37.78,18.35,15.81,1.62,2.3,-,-
Schaffhausen,H1,2018,Standard product,25.275,16.295,6.68,0,2.3,-,-
Zug,H1,2022,Standard product,27.907,15.411,9.706,0.49,2.3,-,-
Uri,H1,2026,Standard product,33.31,13.471,12.039,1,2.3,4.5,72
Vaud,H1,2021,Standard product,24.935,13.135,7.98,1.42,2.3,-,-
Jura,H1,2022,Standard product,31.362,15.905,11.658,1.5,2.3,-,-
Appenzell Innerrhoden,H1,2023,Standard product,31.563,14.723,14.539,0,2.3,-,-
Uri,H1,2023,Standard product,35.905,17.847,14.758,1,2.3,-,-
Jura,H1,2023,Standard product,31.662,16.205,11.657,1.5,2.3,-,-
Jura,H1,2025,Standard product,34.963,18.005,12.958,1.7,2.3,-,-
Bern,H1,2023,Standard product,31.662,16.205,11.657,1.5,2.3,-,-
Vaud,H1,2012,Standard product,25.135,13.185,10.6,0.9,0.45,-,-
Grisons,H1,2025,Standard product,32.27,15.915,9.325,1.2,2.3,-,-
Fribourg,H1,2016,Standard product,24.666,14.258,9.108,0,1.3,-,-
Grisons,H1,2026,Standard product,35.33,15.98,9.6,1.4,2.3,3.75,60
Vaud,H1,2016,Standard product,24.645,12.945,9.5,0.95,1.3,-,-
Appenzell Innerrhoden,H1,2026,Standard product,33.805,14.98,12.1,0,2.3,4.425,70.8
Bern,H1,2013,Standard product,27.137,14.56,10.6125,1.5,0.45,-,-
Nidwalden,H1,2026,Standard product,28.83,13.155,8.25,1,2.3,4.125,66
Fribourg,H1,2011,Standard product,25.182,15.403,9.329,0,0.45,-,-
Zurich,H1,2023,Standard product,25.777,10.976,13.097,0.16,2.3,-,-
Fribourg,H1,2018,Standard product,25.034,13.226,9.508,0,2.3,-,-
Fribourg,H1,2019,Standard product,24.567,12.759,9.508,0,2.3,-,-
Nidwalden,H1,2025,Standard product,28.88,17.33,8.25,1,2.3,-,-
Grisons,H1,2013,Standard product,24.46,14.185,10.2,1,0.45,-,-
Grisons,H1,2018,Standard product,25.499333333333333,15.32,8.328,1,2.3,-,-
Appenzell Innerrhoden,H1,2018,Standard product,22.644,14.244,6.1,0,2.3,-,-
Obwalden,H1,2012,Standard product,28.118,15.735,10.733,1.2,0.45,-,-
Glarus,H1,2023,Standard product,30.903,17.405,11.79,0.3,2.3,-,-
Ticino,H1,2012,Standard product,24.661,12.505,9.4,2,0.45,-,-
Neuchâtel,H1,2019,Standard product,26.24,13.58,8.86,1.5,2.3,-,-
Glarus,H1,2025,Standard product,33.527,18.78,12.2,0.3,2.3,-,-
Glarus,H1,2020,Standard product,27.285,16.685,7.3,0.3,2.3,-,-
Ticino,H1,2019,Standard product,23.738,12.19,7.8,2.17,2.3,-,-
Lucerne,H1,2017,Standard product,21.378,10.234,8.62,1.023,1.5,-,-
Grisons,H1,2022,Standard product,25.366,15.295,7.506,1,2.3,-,-
Ticino,H1,2017,Standard product,22.527,10.85,7.2,2,1.5,-,-
Valais,H1,2022,Standard product,25.13,11.374,9.35,1.07,2.3,-,-
Zurich,H1,2018,Standard product,20.482,9.68,7.053,0.32,2.3,-,-
